Account_No,Month_ID,Product_Category,Revenue
92828118,123,Services,8668
22525968,122,Services,8664
68484165,127,Services,8656
30707619,134,Online Products,8638
83737153,136,Services,8634
28686156,136,Online Products,8631
11616134,125,Services,8626
50909134,124,Online Products,8626
57272156,132,Services,8625
11616134,124,Services,8617
48787954,123,Services,8613
98989124,120,Services,8607
54747520,122,Online Products,8594
25555521,124,Online Products,8592
28686156,125,Services,8574
41010143,129,Online Products,8571
57272156,136,Services,8511
24848112,138,Online Products,8491
33636619,121,Services,8484
33636619,122,Services,8483
42424520,123,Online Products,8480
38787160,121,Services,8465
28686156,134,Online Products,8444
49696521,134,Services,8439
69999604,129,Services,8422
30707619,130,Online Products,8409
41313520,124,Online Products,8408
24848112,136,Online Products,8404
50909134,133,Services,8404
12929521,127,Online Products,8389
8484111,133,Services,8387
54747520,127,Online Products,8385
29595212,124,Services,8382
38282521,133,Services,8375
38282521,127,Services,8361
25555521,125,Online Products,8358
38787160,120,Services,8333
8484111,134,Services,8329
48787954,122,Services,8326
41313520,123,Online Products,8321
29595212,123,Services,8314
92828118,124,Services,8305
12727521,124,Services,8301
49696521,124,Services,8299
48787954,133,Services,8296
95353119,134,Online Products,8289
97878594,126,Online Products,8289
32121521,123,Services,8285
42424520,121,Online Products,8269
49696521,123,Services,8264
41313520,126,Online Products,8262
83232144,132,Services,8243
14040147,137,Online Products,8233
79292960,138,Services,8228
61414132,131,Services,8227
97575124,134,Online Products,8225
75858109,121,Services,8225
58585974,136,Online Products,8222
49696521,126,Services,8215
58585974,132,Online Products,8212
83737153,137,Services,8204
75858109,120,Services,8198
91111603,130,Online Products,8187
16262604,138,Services,8183
68989111,135,Online Products,8183
84646844,127,Services,8180
8484111,130,Services,8179
33636619,131,Online Products,8168
69393112,126,Services,8167
28686156,133,Online Products,8157
61414132,134,Services,8145
8484111,128,Services,8144
49696521,125,Services,8137
61212520,135,Services,8135
8484111,132,Services,8135
17878127,124,Services,8126
68888108,132,Online Products,8118
38282521,126,Services,8114
22626619,127,Services,8103
59999138,133,Services,8070
37878521,125,Services,8068
45353143,128,Services,8065
63333112,137,Online Products,8065
49696521,121,Services,8059
37272619,137,Services,8055
99999152,123,Services,8054
58585974,138,Online Products,8022
29595212,121,Services,8020
8484111,131,Services,8019
61414132,132,Services,8016
8484111,129,Services,8013
98585975,123,Services,8012
21818156,138,Services,8004
38282521,134,Services,8004
18888143,138,Online Products,8002
11616134,127,Services,7988
75858109,122,Services,7982
38282521,132,Services,7969
58585974,133,Online Products,7969
84646844,126,Services,7967
41313520,125,Online Products,7958
41313520,127,Online Products,7952
48787954,131,Services,7949
1515106,134,Services,7948
49696521,120,Services,7938
33636619,120,Services,7936
14040147,128,Online Products,7925
68888108,124,Services,7925
82424132,122,Services,7909
83737153,129,Services,7894
38282521,138,Services,7889
27575845,120,Online Products,7871
38282521,137,Services,7871
32222619,138,Services,7857
29393604,121,Services,7852
49797521,131,Services,7846
68888108,136,Online Products,7842
16262604,137,Services,7834
14040147,126,Online Products,7818
42424520,122,Online Products,7818
22626619,126,Services,7802
31515815,133,Online Products,7797
58585974,137,Online Products,7789
51515521,137,Services,7771
48787954,134,Services,7764
22525968,120,Services,7754
69999604,126,Services,7749
49696521,122,Services,7748
92828118,122,Services,7743
89393119,132,Services,7743
19090953,126,Services,7740
82424132,127,Services,7727
61414132,133,Services,7701
70404109,131,Online Products,7697
30707619,135,Online Products,7690
98585975,120,Services,7689
19090953,127,Services,7687
68484104,127,Online Products,7674
99999152,130,Services,7668
41010143,126,Services,7652
25555521,122,Online Products,7648
49696521,133,Services,7642
70404109,138,Online Products,7640
38282521,130,Services,7633
98585975,121,Services,7615
22626138,129,Services,7612
84545141,136,Services,7596
70404109,128,Online Products,7590
66666157,126,Services,7588
16767845,135,Services,7587
69393112,126,Online Products,7586
99999152,129,Services,7574
70202603,132,Online Products,7573
29595212,122,Services,7571
84646844,124,Services,7564
24848112,135,Online Products,7561
8484111,126,Services,7554
42424520,120,Online Products,7550
32222619,136,Services,7545
97878594,128,Online Products,7532
25555521,127,Online Products,7532
70404109,130,Online Products,7528
17878127,125,Services,7518
48787954,132,Services,7504
27575845,126,Online Products,7500
48787954,130,Services,7496
70909614,136,Services,7496
80303521,133,Services,7491
19797619,126,Services,7484
84545141,135,Services,7477
41010143,130,Online Products,7470
30707619,129,Online Products,7467
1515106,122,Services,7455
70909614,138,Services,7445
16767845,133,Services,7442
49696521,127,Services,7434
8484111,127,Services,7433
18888143,137,Online Products,7427
69999604,128,Services,7414
84545141,133,Services,7413
18888143,133,Online Products,7411
93131603,136,Services,7410
97575124,128,Services,7402
78484119,131,Services,7399
50909134,132,Services,7397
16767845,136,Services,7383
22626619,125,Services,7373
61212520,134,Services,7365
18888143,135,Online Products,7363
14040147,133,Online Products,7362
51515521,130,Services,7360
84848124,137,Services,7357
30707619,128,Online Products,7355
22626138,128,Services,7354
98585975,122,Services,7352
22222956,123,Services,7350
91616106,136,Services,7348
16767845,134,Services,7343
70404109,135,Online Products,7343
14040147,125,Online Products,7338
79292960,137,Services,7338
17878127,121,Services,7336
81010132,122,Online Products,7324
16767845,128,Services,7318
27575845,121,Online Products,7305
41313520,121,Online Products,7295
57373109,126,Services,7291
32020127,135,Services,7287
14040147,127,Online Products,7284
8484111,125,Services,7281
38282521,131,Services,7278
41313520,120,Online Products,7271
97575124,130,Services,7270
63333112,136,Online Products,7270
84545141,132,Services,7260
69999604,125,Services,7254
27575845,125,Online Products,7252
48787954,124,Services,7249
68989111,127,Services,7242
84646110,137,Services,7242
84646844,125,Services,7242
38282521,135,Services,7233
38282521,125,Services,7231
22222956,125,Services,7230
32020127,134,Services,7229
27575845,123,Online Products,7228
70404109,132,Online Products,7228
16767845,132,Services,7226
31515815,132,Online Products,7224
22626138,126,Services,7219
70202603,134,Online Products,7219
22626138,137,Online Products,7215
38282521,136,Services,7210
28686156,132,Online Products,7204
22626138,125,Services,7203
14040147,134,Online Products,7202
70404109,133,Online Products,7200
61212520,133,Services,7183
8484111,123,Services,7183
27575845,128,Online Products,7182
99999152,128,Services,7176
70404109,129,Online Products,7175
70404143,138,Services,7168
69999604,127,Services,7159
58585974,131,Online Products,7158
98888105,130,Services,7157
19090953,125,Services,7149
98888105,133,Services,7148
28686156,124,Services,7145
84949133,137,Online Products,7144
98888105,131,Services,7141
22222956,121,Services,7141
22222956,122,Services,7135
97575124,126,Services,7126
70404109,137,Online Products,7122
98888105,132,Services,7120
92828118,121,Services,7118
70404109,126,Online Products,7118
22222956,124,Services,7107
49797521,122,Services,7094
70404109,134,Online Products,7094
93131603,135,Services,7082
16767845,130,Services,7067
70909614,135,Services,7065
49797521,130,Services,7064
41313520,122,Online Products,7063
48787954,129,Services,7061
17878127,123,Services,7055
14040147,136,Online Products,7052
16767845,138,Services,7051
32020127,133,Services,7051
78484119,129,Services,7050
9191882,137,Services,7049
93131603,130,Services,7049
98888105,134,Services,7044
63232104,137,Online Products,7043
22626138,138,Online Products,7042
37878521,121,Services,7042
32626963,137,Online Products,7034
16767845,137,Services,7031
70404109,136,Online Products,7029
91111603,129,Online Products,7021
84949133,126,Services,7021
70404143,137,Services,7019
27575845,124,Online Products,7009
50909134,126,Services,7009
99999152,138,Services,7003
22222956,126,Services,6999
36565815,123,Services,6999
48787954,135,Services,6996
22626138,136,Online Products,6992
70404143,136,Services,6991
16767845,129,Services,6989
81010132,128,Online Products,6984
32626963,138,Online Products,6973
48787954,125,Services,6973
13131147,134,Online Products,6949
69999604,123,Services,6947
48787954,137,Services,6923
27575845,122,Online Products,6920
8484111,124,Services,6919
59999138,128,Services,6917
11616134,130,Services,6914
99999152,124,Services,6904
78484119,130,Services,6903
99999152,121,Services,6892
84949133,125,Services,6892
38282521,123,Services,6888
30707522,123,Services,6887
51515521,136,Services,6886
16767845,131,Services,6883
70404143,127,Services,6883
39292124,134,Services,6877
14040147,135,Online Products,6876
61212520,129,Services,6873
16767845,127,Services,6862
26565108,124,Services,6860
84545141,130,Services,6856
99999152,120,Services,6851
22525968,126,Services,6851
22626138,127,Services,6850
20202140,138,Services,6840
84545141,131,Services,6835
84949133,136,Online Products,6834
22626138,124,Services,6830
70404109,127,Online Products,6826
20202140,126,Services,6823
84646110,138,Services,6819
19090953,124,Services,6813
78484119,138,Online Products,6804
22626138,120,Services,6801
39292124,133,Services,6800
39292124,132,Services,6799
22626138,121,Services,6798
22525968,125,Services,6796
98888105,128,Services,6792
84545141,134,Services,6790
84949133,134,Services,6787
20202140,130,Services,6785
81010132,138,Online Products,6777
54747520,126,Online Products,6776
68989111,134,Online Products,6775
92828118,120,Services,6772
67777212,133,Services,6770
22525968,123,Services,6764
11616134,135,Services,6758
70404143,126,Services,6754
84949133,138,Online Products,6752
99999152,126,Services,6751
70404143,131,Services,6750
68989111,126,Services,6749
84949133,123,Services,6745
41010143,122,Services,6743
14040147,132,Online Products,6739
61212520,136,Services,6737
50909134,125,Services,6736
79292960,136,Services,6734
11616134,133,Services,6731
70404143,129,Services,6727
97575124,125,Services,6712
98080522,130,Services,6712
99999152,122,Services,6711
1515106,132,Services,6704
